region,district,predicted_demand,district_operators,district_kits,district_supervisors,state_total_demand,state_operators,state_kits,state_supervisors
West Bengal,Purulia,654,22,22,3,1009.59,3388,3388,357
West Bengal,Birbhum,514,18,18,2,1009.59,3388,3388,357
West Bengal,Darjiling,487,17,17,2,1009.59,3388,3388,357
West Bengal,Dakshin Dinajpur,463,16,16,2,1009.59,3388,3388,357
West Bengal,South Dinajpur,333,12,12,2,1009.59,3388,3388,357
West Bengal,Kalimpong,310,11,11,2,1009.59,3388,3388,357
West Bengal,Hugli,308,11,11,2,1009.59,3388,3388,357
West Bengal,Haora,303,11,11,2,1009.59,3388,3388,357
West Bengal,North Dinajpur,244,9,9,1,1009.59,3388,3388,357
West Bengli,Hooghly,6763,226,226,23,67.63,226,226,23
odisha,Gajapati,969,33,33,4,9.69,33,33,4
