date,district,actual_count,day_of_week,month,day,is_weekend,week_of_year,is_month_start,is_month_end,lag_1,lag_3,lag_7,rolling_mean_7,rolling_max_7,location_avg,location_std,weekend_x_location_avg,predicted_count,residual,abs_residual,anomaly_score
2025-09-01,Adilabad,86,0,9,1,0,36,1,0,1.0,2.0,74.52127659574468,29.4,86.0,74.52127659574468,29.298878367978467,0.0,37.943108,48.05689239501953,48.05689239501953,-1
2025-09-02,Adilabad,97,1,9,2,0,36,1,0,86.0,2.0,74.52127659574468,40.666666666666664,97.0,74.52127659574468,29.298878367978467,0.0,53.357323,43.642677307128906,43.642677307128906,-1
2025-09-04,Adilabad,82,3,9,4,0,36,1,0,82.0,86.0,56.0,50.285714285714285,97.0,74.52127659574468,29.298878367978467,0.0,23.044758,58.95524215698242,58.95524215698242,-1
2025-09-06,Adilabad,93,5,9,6,1,36,1,0,41.0,82.0,2.0,68.85714285714286,97.0,74.52127659574468,29.298878367978467,74.52127659574468,32.283844,60.716156005859375,60.716156005859375,-1
2025-09-08,Adilabad,77,0,9,8,0,37,0,0,16.0,41.0,86.0,69.71428571428571,97.0,74.52127659574468,29.298878367978467,0.0,37.09035,39.90964889526367,39.90964889526367,-1
2025-09-12,Adilabad,104,4,9,12,0,37,0,0,74.0,95.0,41.0,75.28571428571429,104.0,74.52127659574468,29.298878367978467,0.0,67.459785,36.54021453857422,36.54021453857422,-1
2025-10-24,Adilabad,109,4,10,24,0,43,0,1,16.0,36.0,90.0,47.714285714285715,109.0,74.52127659574468,29.298878367978467,0.0,82.87984,26.120162963867188,26.120162963867188,-1
2025-10-26,Adilabad,106,6,10,26,1,43,0,1,83.0,16.0,85.0,57.57142857142857,109.0,74.52127659574468,29.298878367978467,74.52127659574468,83.45426,22.545738220214844,22.545738220214844,-1
2025-10-28,Adilabad,104,1,10,28,0,44,0,1,60.0,83.0,36.0,68.85714285714286,109.0,74.52127659574468,29.298878367978467,0.0,65.61342,38.38658142089844,38.38658142089844,-1
2025-11-01,Adilabad,104,5,11,1,1,44,1,0,90.0,51.0,83.0,86.57142857142857,106.0,74.52127659574468,29.298878367978467,74.52127659574468,76.15268,27.847320556640625,27.847320556640625,-1
2025-11-03,Adilabad,106,0,11,3,0,45,1,0,77.0,90.0,60.0,89.0,106.0,74.52127659574468,29.298878367978467,0.0,68.946556,37.053443908691406,37.053443908691406,-1
2025-11-04,Adilabad,82,1,11,4,0,45,1,0,106.0,104.0,104.0,85.85714285714286,106.0,74.52127659574468,29.298878367978467,0.0,34.034203,47.965797424316406,47.965797424316406,-1
2025-11-06,Adilabad,80,3,11,6,0,45,1,0,67.0,106.0,91.0,86.57142857142857,106.0,74.52127659574468,29.298878367978467,0.0,38.491394,41.50860595703125,41.50860595703125,-1
2025-11-07,Adilabad,88,4,11,7,0,45,1,0,80.0,82.0,90.0,86.28571428571429,106.0,74.52127659574468,29.298878367978467,0.0,43.314148,44.68585205078125,44.68585205078125,-1
2025-11-08,Adilabad,96,5,11,8,1,45,0,0,88.0,67.0,104.0,85.14285714285714,106.0,74.52127659574468,29.298878367978467,74.52127659574468,44.672874,51.327125549316406,51.327125549316406,-1
2025-11-10,Adilabad,119,0,11,10,0,46,0,0,47.0,88.0,106.0,82.71428571428571,119.0,74.52127659574468,29.298878367978467,0.0,84.892944,34.1070556640625,34.1070556640625,-1
2025-11-14,Adilabad,108,4,11,14,0,46,0,0,77.0,88.0,88.0,84.0,119.0,74.52127659574468,29.298878367978467,0.0,87.67432,20.32568359375,20.32568359375,-1
2025-11-18,Adilabad,110,1,11,18,0,47,0,0,49.0,99.0,88.0,76.42857142857143,110.0,74.52127659574468,29.298878367978467,0.0,71.60855,38.391448974609375,38.391448974609375,-1
2025-11-19,Adilabad,105,2,11,19,0,47,0,0,110.0,39.0,53.0,83.85714285714286,110.0,74.52127659574468,29.298878367978467,0.0,74.795296,30.20470428466797,30.20470428466797,-1
2025-11-27,Adilabad,115,3,11,27,0,48,0,1,97.0,105.0,99.0,80.71428571428571,115.0,74.52127659574468,29.298878367978467,0.0,86.02517,28.974830627441406,28.974830627441406,-1
2025-12-01,Adilabad,98,0,12,1,0,49,1,0,60.0,115.0,110.0,85.42857142857143,115.0,74.52127659574468,29.298878367978467,0.0,69.118454,28.881546020507812,28.881546020507812,-1
2025-12-02,Adilabad,96,1,12,2,0,49,1,0,98.0,73.0,105.0,84.14285714285714,115.0,74.52127659574468,29.298878367978467,0.0,63.68219,32.31781005859375,32.31781005859375,-1
2025-12-03,Adilabad,125,2,12,3,0,49,1,0,96.0,60.0,50.0,94.85714285714286,125.0,74.52127659574468,29.298878367978467,0.0,74.366585,50.63341522216797,50.63341522216797,-1
2025-12-04,Adilabad,104,3,12,4,0,49,1,0,125.0,98.0,97.0,95.85714285714286,125.0,74.52127659574468,29.298878367978467,0.0,39.69827,64.30173110961914,64.30173110961914,-1
2025-12-05,Adilabad,83,4,12,5,0,49,1,0,104.0,96.0,115.0,91.28571428571429,125.0,74.52127659574468,29.298878367978467,0.0,44.532715,38.46728515625,38.46728515625,-1
2025-12-08,Adilabad,89,0,12,8,0,50,0,0,68.0,83.0,98.0,85.71428571428571,125.0,74.52127659574468,29.298878367978467,0.0,44.122303,44.8776969909668,44.8776969909668,-1
2025-12-11,Adilabad,109,3,12,11,0,50,0,0,36.0,89.0,104.0,70.0,109.0,74.52127659574468,29.298878367978467,0.0,71.49289,37.507110595703125,37.507110595703125,-1
2025-12-16,Adilabad,122,1,12,16,0,51,0,0,87.0,58.0,70.0,80.28571428571429,122.0,74.52127659574468,29.298878367978467,0.0,87.54673,34.453269958496094,34.453269958496094,-1
2025-12-22,Adilabad,116,0,12,22,0,52,0,0,56.0,64.0,49.0,79.0,122.0,74.52127659574468,29.298878367978467,0.0,84.261345,31.73865509033203,31.73865509033203,-1
2025-12-27,Adilabad,112,5,12,27,1,52,0,1,91.0,51.0,80.0,81.71428571428571,116.0,74.52127659574468,29.298878367978467,74.52127659574468,97.08531,14.914688110351562,14.914688110351562,-1
2025-09-05,Ahmadnagar,100,4,9,5,0,36,1,0,70.0,89.0,84.25274725274726,75.16666666666667,100.0,84.25274725274726,26.970186587989424,0.0,39.574596,60.4254035949707,60.4254035949707,-1
2025-09-08,Ahmadnagar,108,0,9,8,0,37,0,0,32.0,100.0,71.0,72.57142857142857,108.0,84.25274725274726,26.970186587989424,0.0,38.720448,69.2795524597168,69.2795524597168,-1
2025-09-10,Ahmadnagar,104,2,9,10,0,37,0,0,93.0,32.0,66.0,78.57142857142857,108.0,84.25274725274726,26.970186587989424,0.0,72.16585,31.834152221679688,31.834152221679688,-1
2025-09-17,Ahmadnagar,114,2,9,17,0,38,0,0,86.0,62.0,104.0,86.28571428571429,114.0,84.25274725274726,26.970186587989424,0.0,92.761856,21.238143920898438,21.238143920898438,-1
2025-10-16,Ahmadnagar,122,3,10,16,0,42,0,0,88.0,83.0,86.0,93.28571428571429,122.0,84.25274725274726,26.970186587989424,0.0,99.26093,22.73906707763672,22.73906707763672,-1
2025-10-25,Ahmadnagar,121,5,10,25,1,43,0,1,104.0,10.0,44.0,69.71428571428571,121.0,84.25274725274726,26.970186587989424,84.25274725274726,110.19247,10.807533264160156,10.807533264160156,-1
2025-10-30,Ahmadnagar,118,3,10,30,0,44,0,1,91.0,65.0,32.0,89.0,121.0,84.25274725274726,26.970186587989424,0.0,96.94759,21.052406311035156,21.052406311035156,-1
2025-10-31,Ahmadnagar,119,4,10,31,0,44,0,1,118.0,49.0,104.0,91.14285714285714,121.0,84.25274725274726,26.970186587989424,0.0,109.77114,9.228858947753906,9.228858947753906,-1
2025-11-04,Ahmadnagar,115,1,11,4,0,45,1,0,84.0,61.0,49.0,91.85714285714286,119.0,84.25274725274726,26.970186587989424,0.0,44.583443,70.41655731201172,70.41655731201172,-1
2025-11-06,Ahmadnagar,106,3,11,6,0,45,1,0,67.0,84.0,118.0,86.71428571428571,119.0,84.25274725274726,26.970186587989424,0.0,44.99022,61.00978088378906,61.00978088378906,-1
2025-11-07,Ahmadnagar,128,4,11,7,0,45,1,0,106.0,115.0,119.0,88.0,128.0,84.25274725274726,26.970186587989424,0.0,50.840065,77.1599349975586,77.1599349975586,-1
2025-11-18,Ahmadnagar,132,1,11,18,0,47,0,0,77.0,103.0,87.0,85.28571428571429,132.0,84.25274725274726,26.970186587989424,0.0,80.643295,51.35670471191406,51.35670471191406,-1
2025-11-27,Ahmadnagar,102,3,11,27,0,48,0,1,101.0,94.0,103.0,91.28571428571429,132.0,84.25274725274726,26.970186587989424,0.0,99.50789,2.4921112060546875,2.4921112060546875,-1
2025-12-03,Ahmadnagar,121,2,12,3,0,49,1,0,54.0,67.0,84.0,85.42857142857143,121.0,84.25274725274726,26.970186587989424,0.0,75.99992,45.00007629394531,45.00007629394531,-1
2025-12-04,Ahmadnagar,127,3,12,4,0,49,1,0,121.0,61.0,101.0,89.14285714285714,127.0,84.25274725274726,26.970186587989424,0.0,44.280895,82.7191047668457,82.7191047668457,-1
2025-12-07,Ahmadnagar,75,6,12,7,1,49,1,0,73.0,127.0,67.0,79.0,127.0,84.25274725274726,26.970186587989424,84.25274725274726,35.676228,39.32377243041992,39.32377243041992,-1
2025-12-08,Ahmadnagar,112,0,12,8,0,50,0,0,75.0,42.0,61.0,86.28571428571429,127.0,84.25274725274726,26.970186587989424,0.0,48.367035,63.632965087890625,63.632965087890625,-1
2025-12-09,Ahmadnagar,119,1,12,9,0,50,0,0,112.0,73.0,54.0,95.57142857142857,127.0,84.25274725274726,26.970186587989424,0.0,99.78775,19.212249755859375,19.212249755859375,-1
2025-12-11,Ahmadnagar,115,3,12,11,0,50,0,0,98.0,112.0,127.0,90.57142857142857,119.0,84.25274725274726,26.970186587989424,0.0,90.41828,24.58171844482422,24.58171844482422,-1
2025-12-12,Ahmadnagar,126,4,12,12,0,50,0,0,115.0,119.0,42.0,102.57142857142857,126.0,84.25274725274726,26.970186587989424,0.0,118.70483,7.295173645019531,7.295173645019531,-1
2025-12-13,Ahmadnagar,122,5,12,13,1,50,0,0,126.0,98.0,73.0,109.57142857142857,126.0,84.25274725274726,26.970186587989424,84.25274725274726,99.79099,22.209007263183594,22.209007263183594,-1
2025-12-16,Ahmadnagar,111,1,12,16,0,51,0,0,39.0,122.0,119.0,96.14285714285714,126.0,84.25274725274726,26.970186587989424,0.0,107.75762,3.2423782348632812,3.2423782348632812,-1
2025-12-22,Ahmadnagar,105,0,12,22,0,52,0,0,82.0,78.0,62.0,77.14285714285714,111.0,84.25274725274726,26.970186587989424,0.0,85.43385,19.566146850585938,19.566146850585938,-1
2025-12-23,Ahmadnagar,131,1,12,23,0,52,0,1,105.0,59.0,39.0,90.28571428571429,131.0,84.25274725274726,26.970186587989424,0.0,103.48007,27.519927978515625,27.519927978515625,-1
2025-12-26,Ahmadnagar,110,4,12,26,0,52,0,1,73.0,131.0,78.0,90.42857142857143,131.0,84.25274725274726,26.970186587989424,0.0,102.23007,7.769927978515625,7.769927978515625,-1
2025-12-27,Ahmadnagar,135,5,12,27,1,52,0,1,110.0,73.0,59.0,101.28571428571429,135.0,84.25274725274726,26.970186587989424,84.25274725274726,115.14459,19.85540771484375,19.85540771484375,-1
2025-09-01,Ahmedabad,78,0,9,1,0,36,1,0,6.0,9.0,73.6421052631579,32.166666666666664,81.0,73.6421052631579,25.3158413904802,0.0,33.09463,44.90536880493164,44.90536880493164,-1
2025-09-02,Ahmedabad,93,1,9,2,0,36,1,0,78.0,7.0,73.6421052631579,40.857142857142854,93.0,73.6421052631579,25.3158413904802,0.0,44.336884,48.663116455078125,48.663116455078125,-1
2025-09-03,Ahmedabad,81,2,9,3,0,36,1,0,93.0,6.0,81.0,40.857142857142854,93.0,73.6421052631579,25.3158413904802,0.0,46.989094,34.01090621948242,34.01090621948242,-1
2025-09-04,Ahmedabad,78,3,9,4,0,36,1,0,81.0,78.0,12.0,50.285714285714285,93.0,73.6421052631579,25.3158413904802,0.0,22.242657,55.75734329223633,55.75734329223633,-1
2025-09-05,Ahmedabad,76,4,9,5,0,36,1,0,78.0,93.0,9.0,59.857142857142854,93.0,73.6421052631579,25.3158413904802,0.0,29.167782,46.832218170166016,46.832218170166016,-1
2025-09-06,Ahmedabad,95,5,9,6,1,36,1,0,76.0,81.0,7.0,72.42857142857143,95.0,73.6421052631579,25.3158413904802,73.6421052631579,27.97334,67.02666091918945,67.02666091918945,-1
2025-09-08,Ahmedabad,83,0,9,8,0,37,0,0,36.0,76.0,78.0,77.42857142857143,95.0,73.6421052631579,25.3158413904802,0.0,37.381165,45.61883544921875,45.61883544921875,-1
2025-10-15,Ahmedabad,113,2,10,15,0,42,0,0,73.0,82.0,88.0,83.0,113.0,73.6421052631579,25.3158413904802,0.0,86.82444,26.175559997558594,26.175559997558594,-1
2025-11-02,Ahmedabad,88,6,11,2,1,44,1,0,74.0,56.0,78.0,66.14285714285714,88.0,73.6421052631579,25.3158413904802,73.6421052631579,52.384426,35.61557388305664,35.61557388305664,-1
2025-11-04,Ahmedabad,82,1,11,4,0,45,1,0,71.0,74.0,53.0,74.14285714285714,88.0,73.6421052631579,25.3158413904802,0.0,28.75129,53.24871063232422,53.24871063232422,-1
2025-11-06,Ahmedabad,79,3,11,6,0,45,1,0,66.0,71.0,56.0,75.71428571428571,88.0,73.6421052631579,25.3158413904802,0.0,33.507492,45.49250793457031,45.49250793457031,-1
2025-11-07,Ahmedabad,78,4,11,7,0,45,1,0,79.0,82.0,70.0,76.85714285714286,88.0,73.6421052631579,25.3158413904802,0.0,38.143887,39.85611343383789,39.85611343383789,-1
2025-11-08,Ahmedabad,110,5,11,8,1,45,0,0,78.0,66.0,74.0,82.0,110.0,73.6421052631579,25.3158413904802,73.6421052631579,43.69552,66.30448150634766,66.30448150634766,-1
2025-11-15,Ahmedabad,105,5,11,15,1,46,0,0,55.0,56.0,110.0,70.0,105.0,73.6421052631579,25.3158413904802,73.6421052631579,79.7716,25.22840118408203,25.22840118408203,-1
2025-11-28,Ahmedabad,107,4,11,28,0,48,0,1,96.0,75.0,85.0,87.28571428571429,107.0,73.6421052631579,25.3158413904802,0.0,89.10511,17.89488983154297,17.89488983154297,-1
2025-12-04,Ahmedabad,111,3,12,4,0,49,1,0,84.0,26.0,86.0,79.71428571428571,111.0,73.6421052631579,25.3158413904802,0.0,38.87346,72.12654113769531,72.12654113769531,-1
2025-12-06,Ahmedabad,88,5,12,6,1,49,1,0,62.0,84.0,107.0,72.14285714285714,111.0,73.6421052631579,25.3158413904802,73.6421052631579,31.629059,56.370941162109375,56.370941162109375,-1
2025-12-08,Ahmedabad,122,0,12,8,0,50,0,0,61.0,62.0,26.0,84.57142857142857,122.0,73.6421052631579,25.3158413904802,0.0,41.84093,80.1590690612793,80.1590690612793,-1
2025-12-12,Ahmedabad,128,4,12,12,0,50,0,0,85.0,66.0,62.0,88.14285714285714,128.0,73.6421052631579,25.3158413904802,0.0,109.97971,18.020286560058594,18.020286560058594,-1
2025-12-23,Ahmedabad,131,1,12,23,0,52,0,1,90.0,78.0,63.0,87.71428571428571,131.0,73.6421052631579,25.3158413904802,0.0,101.11198,29.888023376464844,29.888023376464844,-1
2025-12-27,Ahmedabad,114,5,12,27,1,52,0,1,83.0,71.0,78.0,85.0,131.0,73.6421052631579,25.3158413904802,73.6421052631579,98.377426,15.622573852539062,15.622573852539062,-1
2025-09-01,Alappuzha,108,0,9,1,0,36,1,0,15.0,89.68131868131869,89.68131868131869,61.5,108.0,89.68131868131869,39.210225174586256,0.0,51.599216,56.40078353881836,56.40078353881836,-1
2025-09-02,Alappuzha,88,1,9,2,0,36,1,0,108.0,89.68131868131869,89.68131868131869,70.33333333333333,108.0,89.68131868131869,39.210225174586256,0.0,55.80045,32.19955062866211,32.19955062866211,-1
2025-09-03,Alappuzha,98,2,9,3,0,36,1,0,88.0,15.0,89.68131868131869,77.25,108.0,89.68131868131869,39.210225174586256,0.0,66.36048,31.63951873779297,31.63951873779297,-1
2025-09-08,Alappuzha,159,0,9,8,0,37,0,0,3.0,10.0,108.0,55.714285714285715,159.0,89.68131868131869,39.210225174586256,0.0,50.247795,108.75220489501953,108.75220489501953,-1
2025-09-09,Alappuzha,127,1,9,9,0,37,0,0,159.0,15.0,88.0,61.285714285714285,159.0,89.68131868131869,39.210225174586256,0.0,73.8807,53.119300842285156,53.119300842285156,-1
2025-09-10,Alappuzha,105,2,9,10,0,37,0,0,127.0,3.0,98.0,62.285714285714285,159.0,89.68131868131869,39.210225174586256,0.0,73.5934,31.406600952148438,31.406600952148438,-1
2025-09-13,Alappuzha,116,5,9,13,1,37,0,0,72.0,105.0,15.0,95.14285714285714,159.0,89.68131868131869,39.210225174586256,89.68131868131869,89.16755,26.83245086669922,26.83245086669922,-1
2025-09-15,Alappuzha,128,0,9,15,0,38,0,0,7.0,72.0,159.0,91.28571428571429,128.0,89.68131868131869,39.210225174586256,0.0,98.202286,29.797714233398438,29.797714233398438,-1
2025-09-17,Alappuzha,121,2,9,17,0,38,0,0,65.0,7.0,105.0,84.71428571428571,128.0,89.68131868131869,39.210225174586256,0.0,102.79191,18.208091735839844,18.208091735839844,-1
2025-09-18,Alappuzha,129,3,9,18,0,38,0,0,121.0,128.0,84.0,91.14285714285714,129.0,89.68131868131869,39.210225174586256,0.0,90.819145,38.18085479736328,38.18085479736328,-1
2025-09-20,Alappuzha,114,5,9,20,1,38,0,0,72.0,121.0,116.0,90.85714285714286,129.0,89.68131868131869,39.210225174586256,89.68131868131869,97.543686,16.456314086914062,16.456314086914062,-1
2025-10-15,Alappuzha,127,2,10,15,0,42,0,0,65.0,72.0,128.0,99.0,129.0,89.68131868131869,39.210225174586256,0.0,104.90826,22.09174346923828,22.09174346923828,-1
2025-10-16,Alappuzha,129,3,10,16,0,42,0,0,127.0,114.0,65.0,108.14285714285714,129.0,89.68131868131869,39.210225174586256,0.0,104.73536,24.26464080810547,24.26464080810547,-1
2025-10-17,Alappuzha,124,4,10,17,0,42,0,0,129.0,65.0,121.0,108.57142857142857,129.0,89.68131868131869,39.210225174586256,0.0,100.206024,23.793975830078125,23.793975830078125,-1
2025-10-19,Alappuzha,126,6,10,19,1,42,0,0,70.0,129.0,72.0,107.85714285714286,129.0,89.68131868131869,39.210225174586256,89.68131868131869,97.74976,28.25023651123047,28.25023651123047,-1
2025-10-24,Alappuzha,132,4,10,24,0,43,0,1,33.0,45.0,124.0,68.42857142857143,132.0,89.68131868131869,39.210225174586256,0.0,108.54696,23.453041076660156,23.453041076660156,-1
2025-10-25,Alappuzha,137,5,10,25,1,43,0,1,132.0,10.0,70.0,78.0,137.0,89.68131868131869,39.210225174586256,89.68131868131869,114.81109,22.18891143798828,22.18891143798828,-1
2025-10-26,Alappuzha,126,6,10,26,1,43,0,1,137.0,33.0,126.0,78.0,137.0,89.68131868131869,39.210225174586256,89.68131868131869,101.442154,24.557846069335938,24.557846069335938,-1
2025-10-30,Alappuzha,115,3,10,30,0,44,0,1,86.0,59.0,33.0,105.71428571428571,137.0,89.68131868131869,39.210225174586256,0.0,112.90543,2.0945663452148438,2.0945663452148438,-1
2025-10-31,Alappuzha,158,4,10,31,0,44,0,1,115.0,85.0,132.0,109.42857142857143,158.0,89.68131868131869,39.210225174586256,0.0,132.3283,25.671707153320312,25.671707153320312,-1
2025-11-04,Alappuzha,122,1,11,4,0,45,1,0,81.0,83.0,85.0,99.0,158.0,89.68131868131869,39.210225174586256,0.0,49.88831,72.11169052124023,72.11169052124023,-1
2025-11-06,Alappuzha,123,3,11,6,0,45,1,0,85.0,81.0,115.0,100.0,158.0,89.68131868131869,39.210225174586256,0.0,54.19233,68.80767059326172,68.80767059326172,-1
2025-11-07,Alappuzha,122,4,11,7,0,45,1,0,123.0,122.0,158.0,94.85714285714286,123.0,89.68131868131869,39.210225174586256,0.0,49.693825,72.3061752319336,72.3061752319336,-1
2025-11-08,Alappuzha,117,5,11,8,1,45,0,0,122.0,85.0,83.0,99.71428571428571,123.0,89.68131868131869,39.210225174586256,89.68131868131869,60.89011,56.10988998413086,56.10988998413086,-1
2025-11-10,Alappuzha,107,0,11,10,0,46,0,0,59.0,122.0,81.0,105.0,123.0,89.68131868131869,39.210225174586256,0.0,99.26496,7.735038757324219,7.735038757324219,-1
2025-11-15,Alappuzha,106,5,11,15,1,46,0,0,95.0,78.0,117.0,79.42857142857143,107.0,89.68131868131869,39.210225174586256,89.68131868131869,86.00922,19.99078369140625,19.99078369140625,-1
2025-11-18,Alappuzha,126,1,11,18,0,47,0,0,66.0,106.0,78.0,77.57142857142857,126.0,89.68131868131869,39.210225174586256,0.0,75.354645,50.645355224609375,50.645355224609375,-1
2025-11-27,Alappuzha,135,3,11,27,0,48,0,1,58.0,88.0,106.0,82.0,135.0,89.68131868131869,39.210225174586256,0.0,95.89244,39.10755920410156,39.10755920410156,-1
2025-11-28,Alappuzha,113,4,11,28,0,48,0,1,135.0,62.0,39.0,92.57142857142857,135.0,89.68131868131869,39.210225174586256,0.0,92.737175,20.26282501220703,20.26282501220703,-1
2025-12-02,Alappuzha,142,1,12,2,0,49,1,0,67.0,113.0,88.0,93.71428571428571,142.0,89.68131868131869,39.210225174586256,0.0,77.92202,64.0779800415039,64.0779800415039,-1
2025-12-03,Alappuzha,147,2,12,3,0,49,1,0,142.0,79.0,62.0,105.85714285714286,147.0,89.68131868131869,39.210225174586256,0.0,85.81487,61.18512725830078,61.18512725830078,-1
2025-12-04,Alappuzha,190,3,12,4,0,49,1,0,147.0,67.0,58.0,124.71428571428571,190.0,89.68131868131869,39.210225174586256,0.0,58.582417,131.41758346557617,131.41758346557617,-1
2025-12-05,Alappuzha,105,4,12,5,0,49,1,0,190.0,142.0,135.0,120.42857142857143,190.0,89.68131868131869,39.210225174586256,0.0,67.42811,37.57189178466797,37.57189178466797,-1
2025-12-07,Alappuzha,89,6,12,7,1,49,1,0,64.0,190.0,79.0,114.85714285714286,190.0,89.68131868131869,39.210225174586256,89.68131868131869,53.107513,35.892486572265625,35.892486572265625,-1
2025-12-08,Alappuzha,128,0,12,8,0,50,0,0,89.0,105.0,67.0,123.57142857142857,190.0,89.68131868131869,39.210225174586256,0.0,61.969376,66.03062438964844,66.03062438964844,-1
2025-12-11,Alappuzha,110,3,12,11,0,50,0,0,68.0,128.0,190.0,95.0,128.0,89.68131868131869,39.210225174586256,0.0,90.96252,19.03748321533203,19.03748321533203,-1
2025-12-12,Alappuzha,162,4,12,12,0,50,0,0,110.0,101.0,105.0,103.14285714285714,162.0,89.68131868131869,39.210225174586256,0.0,127.990845,34.0091552734375,34.0091552734375,-1
2025-12-16,Alappuzha,132,1,12,16,0,51,0,0,60.0,97.0,101.0,97.42857142857143,162.0,89.68131868131869,39.210225174586256,0.0,111.71596,20.284042358398438,20.284042358398438,-1
2025-12-19,Alappuzha,103,4,12,19,0,51,0,0,36.0,60.0,110.0,91.85714285714286,162.0,89.68131868131869,39.210225174586256,0.0,102.86168,0.1383209228515625,0.1383209228515625,-1
2025-12-26,Alappuzha,116,4,12,26,0,52,0,1,57.0,104.0,103.0,86.28571428571429,116.0,89.68131868131869,39.210225174586256,0.0,100.93288,15.067123413085938,15.067123413085938,-1
2025-12-27,Alappuzha,111,5,12,27,1,52,0,1,116.0,82.0,90.0,89.28571428571429,116.0,89.68131868131869,39.210225174586256,89.68131868131869,99.48459,11.515411376953125,11.515411376953125,-1
2025-12-28,Alappuzha,103,6,12,28,1,52,0,1,111.0,57.0,66.0,94.57142857142857,116.0,89.68131868131869,39.210225174586256,89.68131868131869,78.98036,24.019638061523438,24.019638061523438,-1
2025-09-04,Alwar,54,3,9,4,0,36,1,0,45.0,47.0,55.0,26.285714285714285,54.0,44.38297872340426,16.548466701528138,0.0,14.701723,39.29827690124512,39.29827690124512,-1
2025-09-05,Alwar,64,4,9,5,0,36,1,0,54.0,31.0,3.0,35.0,64.0,44.38297872340426,16.548466701528138,0.0,20.643063,43.356937408447266,43.356937408447266,-1
2025-11-08,Alwar,81,5,11,8,1,45,0,0,52.0,35.0,44.0,55.285714285714285,81.0,44.38297872340426,16.548466701528138,44.38297872340426,35.02073,45.979270935058594,45.979270935058594,-1
2025-11-08,Anand,77,5,11,8,1,45,0,0,53.0,43.0,55.0,57.57142857142857,77.0,50.83516483516483,19.50855295975687,50.83516483516483,42.67041,34.32958984375,34.32958984375,-1
2025-12-04,Anand,87,3,12,4,0,49,1,0,71.0,23.0,66.0,59.285714285714285,87.0,50.83516483516483,19.50855295975687,0.0,39.235928,47.76407241821289,47.76407241821289,-1
2025-12-06,Anand,76,5,12,6,1,49,1,0,38.0,71.0,78.0,54.142857142857146,87.0,50.83516483516483,19.50855295975687,50.83516483516483,37.01945,38.98054885864258,38.98054885864258,-1
2025-12-08,Anand,84,0,12,8,0,50,0,0,38.0,38.0,23.0,62.142857142857146,87.0,50.83516483516483,19.50855295975687,0.0,43.378273,40.621726989746094,40.621726989746094,-1
2025-12-23,Anand,91,1,12,23,0,52,0,1,63.0,59.0,44.0,57.57142857142857,91.0,50.83516483516483,19.50855295975687,0.0,61.083412,29.916587829589844,29.916587829589844,-1
2025-09-01,Anantapur,103,0,9,1,0,36,1,0,2.0,81.45652173913044,81.45652173913044,51.666666666666664,103.0,81.45652173913044,31.749504813471045,0.0,52.02708,50.97291946411133,50.97291946411133,-1
2025-09-02,Anantapur,108,1,9,2,0,36,1,0,103.0,50.0,81.45652173913044,65.75,108.0,81.45652173913044,31.749504813471045,0.0,54.95811,53.04188919067383,53.04188919067383,-1
2025-09-03,Anantapur,123,2,9,3,0,36,1,0,108.0,2.0,81.45652173913044,77.2,123.0,81.45652173913044,31.749504813471045,0.0,67.10396,55.89604187011719,55.89604187011719,-1
2025-09-04,Anantapur,77,3,9,4,0,36,1,0,123.0,103.0,81.45652173913044,77.16666666666667,123.0,81.45652173913044,31.749504813471045,0.0,33.469574,43.530426025390625,43.530426025390625,-1
2025-09-06,Anantapur,114,5,9,6,1,36,1,0,66.0,123.0,50.0,84.71428571428571,123.0,81.45652173913044,31.749504813471045,81.45652173913044,37.30448,76.69551849365234,76.69551849365234,-1
2025-09-12,Anantapur,94,4,9,12,0,37,0,0,84.0,70.0,66.0,68.28571428571429,114.0,81.45652173913044,31.749504813471045,0.0,66.0489,27.95110321044922,27.95110321044922,-1
2025-09-18,Anantapur,106,3,9,18,0,38,0,0,44.0,82.0,84.0,72.0,106.0,81.45652173913044,31.749504813471045,0.0,73.47002,32.52998352050781,32.52998352050781,-1
2025-10-24,Anantapur,112,4,10,24,0,43,0,1,15.0,43.0,64.0,59.142857142857146,112.0,81.45652173913044,31.749504813471045,0.0,92.9125,19.087501525878906,19.087501525878906,-1
2025-10-30,Anantapur,112,3,10,30,0,44,0,1,51.0,90.0,15.0,84.28571428571429,112.0,81.45652173913044,31.749504813471045,0.0,89.363045,22.63695526123047,22.63695526123047,-1
2025-10-31,Anantapur,111,4,10,31,0,44,0,1,112.0,72.0,112.0,84.14285714285714,112.0,81.45652173913044,31.749504813471045,0.0,97.0072,13.9927978515625,13.9927978515625,-1
2025-11-01,Anantapur,104,5,11,1,1,44,1,0,111.0,51.0,55.0,91.14285714285714,112.0,81.45652173913044,31.749504813471045,81.45652173913044,72.82138,31.178619384765625,31.178619384765625,-1
2025-11-02,Anantapur,102,6,11,2,1,44,1,0,104.0,112.0,98.0,91.71428571428571,112.0,81.45652173913044,31.749504813471045,81.45652173913044,61.223087,40.776912689208984,40.776912689208984,-1
2025-11-03,Anantapur,128,0,11,3,0,45,1,0,102.0,111.0,90.0,97.14285714285714,128.0,81.45652173913044,31.749504813471045,0.0,75.01889,52.981109619140625,52.981109619140625,-1
