date,district,actual_count,day_of_week,month,day,is_weekend,week_of_year,is_month_start,is_month_end,lag_1,lag_3,lag_7,rolling_mean_7,rolling_max_7,location_avg,location_std,weekend_x_location_avg,predicted_count,residual,abs_residual,anomaly_score
2025-10-16,East Godavari,136,3,10,16,0,42,0,0,155.0,115.0,136.0,129.14285714285714,180.0,128.2736842105263,51.275319040111036,0.0,135.34615,0.6538543701171875,0.6538543701171875,-1
2025-10-17,East Godavari,164,4,10,17,0,42,0,0,136.0,99.0,84.0,140.57142857142858,180.0,128.2736842105263,51.275319040111036,0.0,132.83829,31.161712646484375,31.161712646484375,-1
2025-10-19,East Godavari,142,6,10,19,1,42,0,0,92.0,136.0,135.0,129.0,164.0,128.2736842105263,51.275319040111036,128.2736842105263,120.09812,21.901878356933594,21.901878356933594,-1
2025-10-20,East Godavari,140,0,10,20,0,43,0,0,142.0,164.0,115.0,132.57142857142858,164.0,128.2736842105263,51.275319040111036,0.0,124.867165,15.132835388183594,15.132835388183594,-1
2025-10-24,East Godavari,197,4,10,24,0,43,0,1,39.0,92.0,164.0,104.14285714285714,197.0,128.2736842105263,51.275319040111036,0.0,163.16591,33.83409118652344,33.83409118652344,-1
2025-10-27,East Godavari,139,0,10,27,0,44,0,1,141.0,197.0,140.0,110.57142857142857,197.0,128.2736842105263,51.275319040111036,0.0,113.32804,25.671958923339844,25.671958923339844,-1
2025-10-28,East Godavari,110,1,10,28,0,44,0,1,139.0,139.0,92.0,113.14285714285714,197.0,128.2736842105263,51.275319040111036,0.0,109.68371,0.31629180908203125,0.31629180908203125,-1
2025-10-31,East Godavari,200,4,10,31,0,44,0,1,106.0,110.0,197.0,131.14285714285714,200.0,128.2736842105263,51.275319040111036,0.0,158.92271,41.07728576660156,41.07728576660156,-1
2025-11-01,East Godavari,140,5,11,1,1,44,1,0,200.0,83.0,139.0,131.28571428571428,200.0,128.2736842105263,51.275319040111036,128.2736842105263,118.2439,21.756103515625,21.756103515625,-1
2025-11-02,East Godavari,167,6,11,2,1,44,1,0,140.0,106.0,141.0,135.0,200.0,128.2736842105263,51.275319040111036,128.2736842105263,100.77523,66.22476959228516,66.22476959228516,-1
2025-11-03,East Godavari,156,0,11,3,0,45,1,0,167.0,200.0,139.0,137.42857142857142,200.0,128.2736842105263,51.275319040111036,0.0,111.590416,44.409584045410156,44.409584045410156,-1
2025-11-05,East Godavari,99,2,11,5,0,45,1,0,53.0,167.0,83.0,131.57142857142858,200.0,128.2736842105263,51.275319040111036,0.0,37.092403,61.907596588134766,61.907596588134766,-1
2025-11-06,East Godavari,85,3,11,6,0,45,1,0,99.0,156.0,106.0,128.57142857142858,200.0,128.2736842105263,51.275319040111036,0.0,33.09351,51.906490325927734,51.906490325927734,-1
2025-11-07,East Godavari,188,4,11,7,0,45,1,0,85.0,53.0,200.0,126.85714285714286,188.0,128.2736842105263,51.275319040111036,0.0,39.331142,148.6688575744629,148.6688575744629,-1
2025-11-08,East Godavari,112,5,11,8,1,45,0,0,188.0,99.0,140.0,122.85714285714286,188.0,128.2736842105263,51.275319040111036,128.2736842105263,39.01578,72.98421859741211,72.98421859741211,-1
2025-11-09,East Godavari,127,6,11,9,1,45,0,0,112.0,85.0,167.0,117.14285714285714,188.0,128.2736842105263,51.275319040111036,128.2736842105263,124.518974,2.4810256958007812,2.4810256958007812,-1
2025-11-10,East Godavari,159,0,11,10,0,46,0,0,127.0,188.0,156.0,117.57142857142857,188.0,128.2736842105263,51.275319040111036,0.0,127.67613,31.323867797851562,31.323867797851562,-1
2025-11-11,East Godavari,188,1,11,11,0,46,0,0,159.0,112.0,53.0,136.85714285714286,188.0,128.2736842105263,51.275319040111036,0.0,147.63252,40.36747741699219,40.36747741699219,-1
2025-11-13,East Godavari,154,3,11,13,0,46,0,0,94.0,159.0,85.0,146.0,188.0,128.2736842105263,51.275319040111036,0.0,128.49387,25.506134033203125,25.506134033203125,-1
2025-11-14,East Godavari,205,4,11,14,0,46,0,0,154.0,188.0,188.0,148.42857142857142,205.0,128.2736842105263,51.275319040111036,0.0,154.40358,50.59642028808594,50.59642028808594,-1
2025-11-15,East Godavari,166,5,11,15,1,46,0,0,205.0,94.0,112.0,156.14285714285714,205.0,128.2736842105263,51.275319040111036,128.2736842105263,154.85608,11.1439208984375,11.1439208984375,-1
2025-11-16,East Godavari,118,6,11,16,1,46,0,0,166.0,154.0,127.0,154.85714285714286,205.0,128.2736842105263,51.275319040111036,128.2736842105263,112.0806,5.919403076171875,5.919403076171875,-1
2025-11-17,East Godavari,136,0,11,17,0,47,0,0,118.0,205.0,159.0,151.57142857142858,205.0,128.2736842105263,51.275319040111036,0.0,131.44458,4.555419921875,4.555419921875,-1
2025-11-18,East Godavari,212,1,11,18,0,47,0,0,136.0,166.0,188.0,155.0,212.0,128.2736842105263,51.275319040111036,0.0,134.07993,77.92007446289062,77.92007446289062,-1
2025-11-19,East Godavari,142,2,11,19,0,47,0,0,212.0,118.0,94.0,161.85714285714286,212.0,128.2736842105263,51.275319040111036,0.0,134.5925,7.407501220703125,7.407501220703125,-1
2025-11-26,East Godavari,160,2,11,26,0,48,0,1,122.0,212.0,205.0,150.85714285714286,212.0,128.2736842105263,51.275319040111036,0.0,144.96977,15.030227661132812,15.030227661132812,-1
2025-12-01,East Godavari,145,0,12,1,0,49,1,0,125.0,149.0,212.0,135.42857142857142,160.0,128.2736842105263,51.275319040111036,0.0,110.45713,34.542869567871094,34.542869567871094,-1
2025-12-02,East Godavari,181,1,12,2,0,49,1,0,145.0,105.0,142.0,141.0,181.0,128.2736842105263,51.275319040111036,0.0,112.86511,68.1348876953125,68.1348876953125,-1
2025-12-03,East Godavari,224,2,12,3,0,49,1,0,181.0,125.0,122.0,155.57142857142858,224.0,128.2736842105263,51.275319040111036,0.0,118.4701,105.52989959716797,105.52989959716797,-1
2025-12-04,East Godavari,239,3,12,4,0,49,1,0,224.0,145.0,160.0,166.85714285714286,239.0,128.2736842105263,51.275319040111036,0.0,37.471405,201.52859497070312,201.52859497070312,-1
2025-12-06,East Godavari,91,5,12,6,1,49,1,0,62.0,224.0,105.0,152.42857142857142,239.0,128.2736842105263,51.275319040111036,128.2736842105263,38.9248,52.075199127197266,52.075199127197266,-1
2025-12-07,East Godavari,208,6,12,7,1,49,1,0,91.0,239.0,125.0,164.28571428571428,239.0,128.2736842105263,51.275319040111036,128.2736842105263,31.065655,176.93434524536133,176.93434524536133,-1
2025-12-08,East Godavari,118,0,12,8,0,50,0,0,208.0,62.0,145.0,160.42857142857142,239.0,128.2736842105263,51.275319040111036,0.0,39.7325,78.26750183105469,78.26750183105469,-1
2025-12-11,East Godavari,227,3,12,11,0,50,0,0,87.0,118.0,239.0,130.57142857142858,227.0,128.2736842105263,51.275319040111036,0.0,151.09727,75.90272521972656,75.90272521972656,-1
2025-12-12,East Godavari,238,4,12,12,0,50,0,0,227.0,121.0,62.0,155.71428571428572,238.0,128.2736842105263,51.275319040111036,0.0,182.7573,55.242706298828125,55.242706298828125,-1
2025-12-13,East Godavari,145,5,12,13,1,50,0,0,238.0,87.0,91.0,163.42857142857142,238.0,128.2736842105263,51.275319040111036,128.2736842105263,135.45079,9.549209594726562,9.549209594726562,-1
2025-12-16,East Godavari,175,1,12,16,0,51,0,0,135.0,145.0,121.0,159.42857142857142,238.0,128.2736842105263,51.275319040111036,0.0,156.46347,18.536529541015625,18.536529541015625,-1
2025-12-20,East Godavari,169,5,12,20,1,51,0,0,101.0,175.0,238.0,129.0,175.0,128.2736842105263,51.275319040111036,128.2736842105263,133.73448,35.26551818847656,35.26551818847656,-1
2025-12-22,East Godavari,185,0,12,22,0,52,0,0,117.0,101.0,109.0,135.85714285714286,185.0,128.2736842105263,51.275319040111036,0.0,160.26068,24.73931884765625,24.73931884765625,-1
2025-12-27,East Godavari,171,5,12,27,1,52,0,1,111.0,85.0,169.0,127.0,185.0,128.2736842105263,51.275319040111036,128.2736842105263,146.9293,24.070693969726562,24.070693969726562,-1
2025-12-29,East Godavari,133,0,12,29,0,1,0,1,102.0,111.0,185.0,117.42857142857143,171.0,128.2736842105263,51.275319040111036,0.0,108.8849,24.115097045898438,24.115097045898438,-1
2025-11-01,East Midnapore,92,5,11,1,1,44,1,0,70.0,40.0,65.0,52.142857142857146,92.0,49.36666666666667,17.344785182691307,49.36666666666667,47.75891,44.2410888671875,44.2410888671875,-1
2025-11-08,East Midnapore,90,5,11,8,1,45,0,0,45.0,31.0,92.0,50.714285714285715,90.0,49.36666666666667,17.344785182691307,49.36666666666667,41.0464,48.9536018371582,48.9536018371582,-1
2025-12-03,East Midnapore,89,2,12,3,0,49,1,0,60.0,35.0,38.0,53.714285714285715,89.0,49.36666666666667,17.344785182691307,0.0,47.278458,41.72154235839844,41.72154235839844,-1
2025-09-06,Eluru,69,5,9,6,1,36,1,0,26.0,51.0,1.0,41.0,69.0,40.376344086021504,17.940065664713465,40.376344086021504,28.500822,40.49917793273926,40.49917793273926,-1
2025-12-04,Eluru,72,3,12,4,0,49,1,0,67.0,41.0,45.0,52.42857142857143,72.0,40.376344086021504,17.940065664713465,0.0,35.891964,36.108036041259766,36.108036041259766,-1
2025-12-07,Eluru,97,6,12,7,1,49,1,0,33.0,72.0,45.0,56.142857142857146,97.0,40.376344086021504,17.940065664713465,40.376344086021504,32.28826,64.71173858642578,64.71173858642578,-1
2025-09-01,Ernakulam,121,0,9,1,0,36,1,0,52.0,108.73626373626374,108.73626373626374,86.5,121.0,108.73626373626374,43.84083209997912,0.0,68.14356,52.85643768310547,52.85643768310547,-1
2025-09-02,Ernakulam,114,1,9,2,0,36,1,0,121.0,108.73626373626374,108.73626373626374,95.66666666666667,121.0,108.73626373626374,43.84083209997912,0.0,79.06511,34.93489074707031,34.93489074707031,-1
2025-09-03,Ernakulam,109,2,9,3,0,36,1,0,114.0,52.0,108.73626373626374,99.0,121.0,108.73626373626374,43.84083209997912,0.0,80.76317,28.236831665039062,28.236831665039062,-1
2025-09-08,Ernakulam,182,0,9,8,0,37,0,0,14.0,14.0,121.0,72.0,182.0,108.73626373626374,43.84083209997912,0.0,43.125496,138.87450408935547,138.87450408935547,-1
2025-09-09,Ernakulam,144,1,9,9,0,37,0,0,182.0,33.0,114.0,76.28571428571429,182.0,108.73626373626374,43.84083209997912,0.0,76.51226,67.48773956298828,67.48773956298828,-1
2025-09-10,Ernakulam,119,2,9,10,0,37,0,0,144.0,14.0,109.0,77.71428571428571,182.0,108.73626373626374,43.84083209997912,0.0,77.57875,41.42124938964844,41.42124938964844,-1
2025-09-13,Ernakulam,160,5,9,13,1,37,0,0,94.0,119.0,33.0,114.14285714285714,182.0,108.73626373626374,43.84083209997912,108.73626373626374,107.47077,52.52922821044922,52.52922821044922,-1
2025-09-17,Ernakulam,135,2,9,17,0,38,0,0,78.0,23.0,119.0,95.57142857142857,160.0,108.73626373626374,43.84083209997912,0.0,120.687645,14.312355041503906,14.312355041503906,-1
2025-09-18,Ernakulam,140,3,9,18,0,38,0,0,135.0,93.0,86.0,103.28571428571429,160.0,108.73626373626374,43.84083209997912,0.0,106.643684,33.35631561279297,33.35631561279297,-1
2025-09-20,Ernakulam,107,5,9,20,1,38,0,0,74.0,135.0,160.0,92.85714285714286,140.0,108.73626373626374,43.84083209997912,108.73626373626374,103.53846,3.4615402221679688,3.4615402221679688,-1
2025-10-15,Ernakulam,136,2,10,15,0,42,0,0,68.0,74.0,93.0,105.42857142857143,140.0,108.73626373626374,43.84083209997912,0.0,114.80583,21.194168090820312,21.194168090820312,-1
2025-10-16,Ernakulam,160,3,10,16,0,42,0,0,136.0,107.0,78.0,117.14285714285714,160.0,108.73626373626374,43.84083209997912,0.0,120.47433,39.525672912597656,39.525672912597656,-1
2025-10-17,Ernakulam,141,4,10,17,0,42,0,0,160.0,68.0,135.0,118.0,160.0,108.73626373626374,43.84083209997912,0.0,107.303375,33.696624755859375,33.696624755859375,-1
2025-10-19,Ernakulam,156,6,10,19,1,42,0,0,100.0,160.0,74.0,124.0,160.0,108.73626373626374,43.84083209997912,108.73626373626374,114.13587,41.86412811279297,41.86412811279297,-1
2025-10-24,Ernakulam,158,4,10,24,0,43,0,1,56.0,68.0,141.0,92.57142857142857,158.0,108.73626373626374,43.84083209997912,0.0,132.58832,25.41168212890625,25.41168212890625,-1
2025-10-25,Ernakulam,161,5,10,25,1,43,0,1,158.0,26.0,100.0,101.28571428571429,161.0,108.73626373626374,43.84083209997912,108.73626373626374,140.20267,20.797332763671875,20.797332763671875,-1
2025-10-26,Ernakulam,152,6,10,26,1,43,0,1,161.0,56.0,156.0,100.71428571428571,161.0,108.73626373626374,43.84083209997912,108.73626373626374,119.10511,32.89488983154297,32.89488983154297,-1
2025-10-28,Ernakulam,107,1,10,28,0,44,0,1,68.0,161.0,68.0,104.0,161.0,108.73626373626374,43.84083209997912,0.0,96.21163,10.788368225097656,10.788368225097656,-1
2025-10-30,Ernakulam,158,3,10,30,0,44,0,1,98.0,68.0,56.0,128.85714285714286,161.0,108.73626373626374,43.84083209997912,0.0,131.46352,26.536483764648438,26.536483764648438,-1
2025-10-31,Ernakulam,181,4,10,31,0,44,0,1,158.0,107.0,158.0,132.14285714285714,181.0,108.73626373626374,43.84083209997912,0.0,159.70274,21.297256469726562,21.297256469726562,-1
2025-11-01,Ernakulam,109,5,11,1,1,44,1,0,181.0,98.0,161.0,124.71428571428571,181.0,108.73626373626374,43.84083209997912,108.73626373626374,106.29166,2.708343505859375,2.708343505859375,-1
2025-11-04,Ernakulam,153,1,11,4,0,45,1,0,84.0,109.0,107.0,118.57142857142857,181.0,108.73626373626374,43.84083209997912,0.0,54.886745,98.11325454711914,98.11325454711914,-1
2025-11-05,Ernakulam,97,2,11,5,0,45,1,0,153.0,47.0,98.0,118.42857142857143,181.0,108.73626373626374,43.84083209997912,0.0,52.87134,44.128658294677734,44.128658294677734,-1
2025-11-06,Ernakulam,165,3,11,6,0,45,1,0,97.0,84.0,158.0,119.42857142857143,181.0,108.73626373626374,43.84083209997912,0.0,54.331444,110.6685562133789,110.6685562133789,-1
2025-11-07,Ernakulam,155,4,11,7,0,45,1,0,165.0,153.0,181.0,115.71428571428571,165.0,108.73626373626374,43.84083209997912,0.0,60.95036,94.04964065551758,94.04964065551758,-1
2025-11-08,Ernakulam,136,5,11,8,1,45,0,0,155.0,97.0,109.0,119.57142857142857,165.0,108.73626373626374,43.84083209997912,108.73626373626374,64.39738,71.60262298583984,71.60262298583984,-1
2025-11-10,Ernakulam,121,0,11,10,0,46,0,0,60.0,155.0,84.0,126.71428571428571,165.0,108.73626373626374,43.84083209997912,0.0,112.262245,8.737754821777344,8.737754821777344,-1
2025-11-14,Ernakulam,123,4,11,14,0,46,0,0,53.0,109.0,155.0,101.28571428571429,136.0,108.73626373626374,43.84083209997912,0.0,111.05905,11.940948486328125,11.940948486328125,-1
2025-11-15,Ernakulam,148,5,11,15,1,46,0,0,123.0,107.0,136.0,103.0,148.0,108.73626373626374,43.84083209997912,108.73626373626374,113.42178,34.578216552734375,34.578216552734375,-1
2025-11-18,Ernakulam,173,1,11,18,0,47,0,0,81.0,148.0,109.0,104.28571428571429,173.0,108.73626373626374,43.84083209997912,0.0,104.070755,68.92924499511719,68.92924499511719,-1
2025-11-19,Ernakulam,120,2,11,19,0,47,0,0,173.0,45.0,107.0,106.14285714285714,173.0,108.73626373626374,43.84083209997912,0.0,100.614,19.386001586914062,19.386001586914062,-1
2025-11-25,Ernakulam,118,1,11,25,0,48,0,1,120.0,81.0,53.0,115.42857142857143,173.0,108.73626373626374,43.84083209997912,0.0,106.915985,11.084014892578125,11.084014892578125,-1
2025-11-27,Ernakulam,150,3,11,27,0,48,0,1,72.0,120.0,148.0,108.42857142857143,173.0,108.73626373626374,43.84083209997912,0.0,126.93367,23.066329956054688,23.066329956054688,-1
2025-12-02,Ernakulam,151,1,12,2,0,49,1,0,75.0,98.0,120.0,108.85714285714286,151.0,108.73626373626374,43.84083209997912,0.0,97.26728,53.73271942138672,53.73271942138672,-1
2025-12-03,Ernakulam,183,2,12,3,0,49,1,0,151.0,98.0,118.0,118.14285714285714,183.0,108.73626373626374,43.84083209997912,0.0,96.968445,86.03155517578125,86.03155517578125,-1
2025-12-04,Ernakulam,225,3,12,4,0,49,1,0,183.0,75.0,72.0,140.0,225.0,108.73626373626374,43.84083209997912,0.0,58.81804,166.1819610595703,166.1819610595703,-1
2025-12-05,Ernakulam,106,4,12,5,0,49,1,0,225.0,151.0,150.0,133.71428571428572,225.0,108.73626373626374,43.84083209997912,0.0,67.631744,38.368255615234375,38.368255615234375,-1
2025-12-07,Ernakulam,124,6,12,7,1,49,1,0,82.0,225.0,98.0,135.14285714285714,225.0,108.73626373626374,43.84083209997912,108.73626373626374,55.43098,68.56901931762695,68.56901931762695,-1
2025-12-08,Ernakulam,158,0,12,8,0,50,0,0,124.0,106.0,75.0,147.0,225.0,108.73626373626374,43.84083209997912,0.0,59.23519,98.76480865478516,98.76480865478516,-1
2025-12-09,Ernakulam,133,1,12,9,0,50,0,0,158.0,82.0,151.0,144.42857142857142,225.0,108.73626373626374,43.84083209997912,0.0,122.40648,10.593521118164062,10.593521118164062,-1
2025-12-12,Ernakulam,196,4,12,12,0,50,0,0,115.0,133.0,106.0,129.57142857142858,196.0,108.73626373626374,43.84083209997912,0.0,146.34518,49.654815673828125,49.654815673828125,-1
2025-12-16,Ernakulam,173,1,12,16,0,51,0,0,77.0,117.0,133.0,120.85714285714286,196.0,108.73626373626374,43.84083209997912,0.0,127.55023,45.44976806640625,45.44976806640625,-1
2025-12-20,Ernakulam,134,5,12,20,1,51,0,0,121.0,173.0,196.0,105.28571428571429,173.0,108.73626373626374,43.84083209997912,108.73626373626374,114.67611,19.323890686035156,19.323890686035156,-1
2025-09-04,Erode,63,3,9,4,0,36,1,0,61.0,59.0,52.44086021505376,40.142857142857146,63.0,52.44086021505376,20.019263747478764,0.0,18.578459,44.42154121398926,44.42154121398926,-1
2025-09-05,Erode,62,4,9,5,0,36,1,0,63.0,55.0,40.0,43.285714285714285,63.0,52.44086021505376,20.019263747478764,0.0,22.102041,39.897958755493164,39.897958755493164,-1
2025-11-04,Erode,102,1,11,4,0,45,1,0,61.0,46.0,44.0,61.857142857142854,102.0,52.44086021505376,20.019263747478764,0.0,29.014929,72.98507118225098,72.98507118225098,-1
2025-11-06,Erode,72,3,11,6,0,45,1,0,49.0,61.0,59.0,63.857142857142854,102.0,52.44086021505376,20.019263747478764,0.0,30.412235,41.587764739990234,41.587764739990234,-1
2025-12-04,Erode,70,3,12,4,0,49,1,0,67.0,65.0,70.0,61.142857142857146,74.0,52.44086021505376,20.019263747478764,0.0,27.76271,42.23728942871094,42.23728942871094,-1
2025-12-08,Erode,70,0,12,8,0,50,0,0,48.0,56.0,65.0,54.857142857142854,70.0,52.44086021505376,20.019263747478764,0.0,28.049072,41.950927734375,41.950927734375,-1
2025-12-12,Erode,99,4,12,12,0,50,0,0,70.0,28.0,56.0,50.857142857142854,99.0,52.44086021505376,20.019263747478764,0.0,66.59833,32.40167236328125,32.40167236328125,-1
2025-09-04,Ganjam,108,3,9,4,0,36,1,0,91.0,96.0,91.46153846153847,92.6,108.0,91.46153846153847,30.671125651301892,0.0,43.289825,64.71017456054688,64.71017456054688,-1
2025-09-05,Ganjam,122,4,9,5,0,36,1,0,108.0,80.0,91.46153846153847,97.5,122.0,91.46153846153847,30.671125651301892,0.0,49.642574,72.35742568969727,72.35742568969727,-1
2025-09-06,Ganjam,114,5,9,6,1,36,1,0,122.0,91.0,91.46153846153847,99.85714285714286,122.0,91.46153846153847,30.671125651301892,91.46153846153847,46.623753,67.37624740600586,67.37624740600586,-1
2025-09-08,Ganjam,103,0,9,8,0,37,0,0,41.0,122.0,96.0,94.14285714285714,122.0,91.46153846153847,30.671125651301892,0.0,49.596485,53.40351486206055,53.40351486206055,-1
2025-09-10,Ganjam,126,2,9,10,0,37,0,0,95.0,41.0,91.0,101.28571428571429,126.0,91.46153846153847,30.671125651301892,0.0,91.60271,34.39729309082031,34.39729309082031,-1
2025-09-13,Ganjam,137,5,9,13,1,37,0,0,98.0,126.0,114.0,98.85714285714286,137.0,91.46153846153847,30.671125651301892,91.46153846153847,92.72886,44.271141052246094,44.271141052246094,-1
2025-09-17,Ganjam,134,2,9,17,0,38,0,0,75.0,39.0,126.0,96.28571428571429,137.0,91.46153846153847,30.671125651301892,0.0,108.85786,25.14214324951172,25.14214324951172,-1
2025-09-18,Ganjam,107,3,9,18,0,38,0,0,134.0,99.0,92.0,98.42857142857143,137.0,91.46153846153847,30.671125651301892,0.0,96.58621,10.413787841796875,10.413787841796875,-1
2025-09-20,Ganjam,110,5,9,20,1,38,0,0,75.0,134.0,137.0,91.28571428571429,134.0,91.46153846153847,30.671125651301892,91.46153846153847,96.0817,13.918296813964844,13.918296813964844,-1
2025-10-16,Ganjam,112,3,10,16,0,42,0,0,94.0,110.0,75.0,102.57142857142857,134.0,91.46153846153847,30.671125651301892,0.0,105.09721,6.9027862548828125,6.9027862548828125,-1
2025-10-19,Ganjam,108,6,10,19,1,42,0,0,39.0,112.0,75.0,86.57142857142857,112.0,91.46153846153847,30.671125651301892,91.46153846153847,86.43297,21.567031860351562,21.567031860351562,-1
2025-10-24,Ganjam,130,4,10,24,0,43,0,1,42.0,65.0,57.0,65.71428571428571,130.0,91.46153846153847,30.671125651301892,0.0,102.612526,27.387474060058594,27.387474060058594,-1
2025-10-25,Ganjam,129,5,10,25,1,43,0,1,130.0,12.0,39.0,78.57142857142857,130.0,91.46153846153847,30.671125651301892,91.46153846153847,114.047134,14.952865600585938,14.952865600585938,-1
2025-10-31,Ganjam,118,4,10,31,0,44,0,1,88.0,78.0,130.0,95.57142857142857,129.0,91.46153846153847,30.671125651301892,0.0,113.44185,4.5581512451171875,4.5581512451171875,-1
2025-11-02,Ganjam,105,6,11,2,1,44,1,0,88.0,88.0,87.0,92.28571428571429,118.0,91.46153846153847,30.671125651301892,91.46153846153847,65.87248,39.12751770019531,39.12751770019531,-1
2025-11-03,Ganjam,126,0,11,3,0,45,1,0,105.0,118.0,72.0,100.0,126.0,91.46153846153847,30.671125651301892,0.0,75.408165,50.591835021972656,50.591835021972656,-1
2025-11-04,Ganjam,107,1,11,4,0,45,1,0,126.0,88.0,78.0,104.14285714285714,126.0,91.46153846153847,30.671125651301892,0.0,45.790337,61.20966339111328,61.20966339111328,-1
2025-11-06,Ganjam,112,3,11,6,0,45,1,0,51.0,126.0,88.0,101.0,126.0,91.46153846153847,30.671125651301892,0.0,49.151035,62.84896469116211,62.84896469116211,-1
2025-11-07,Ganjam,109,4,11,7,0,45,1,0,112.0,107.0,118.0,99.71428571428571,126.0,91.46153846153847,30.671125651301892,0.0,55.630314,53.369686126708984,53.369686126708984,-1
2025-11-08,Ganjam,105,5,11,8,1,45,0,0,109.0,51.0,88.0,102.14285714285714,126.0,91.46153846153847,30.671125651301892,91.46153846153847,59.19755,45.80244827270508,45.80244827270508,-1
2025-11-10,Ganjam,105,0,11,10,0,46,0,0,35.0,109.0,126.0,89.14285714285714,112.0,91.46153846153847,30.671125651301892,0.0,87.70518,17.294822692871094,17.294822692871094,-1
2025-11-15,Ganjam,138,5,11,15,1,46,0,0,54.0,90.0,105.0,85.71428571428571,138.0,91.46153846153847,30.671125651301892,91.46153846153847,99.37625,38.623748779296875,38.623748779296875,-1
2025-11-17,Ganjam,119,0,11,17,0,47,0,0,51.0,54.0,105.0,90.0,138.0,91.46153846153847,30.671125651301892,0.0,90.20546,28.794540405273438,28.794540405273438,-1
2025-11-18,Ganjam,133,1,11,18,0,47,0,0,119.0,138.0,82.0,97.28571428571429,138.0,91.46153846153847,30.671125651301892,0.0,89.90899,43.09101104736328,43.09101104736328,-1
2025-11-26,Ganjam,115,2,11,26,0,48,0,1,64.0,133.0,54.0,102.42857142857143,138.0,91.46153846153847,30.671125651301892,0.0,104.9156,10.084396362304688,10.084396362304688,-1
2025-11-27,Ganjam,110,3,11,27,0,48,0,1,115.0,97.0,138.0,98.42857142857143,133.0,91.46153846153847,30.671125651301892,0.0,102.52009,7.479911804199219,7.479911804199219,-1
2025-12-03,Ganjam,150,2,12,3,0,49,1,0,73.0,73.0,64.0,96.28571428571429,150.0,91.46153846153847,30.671125651301892,0.0,88.41274,61.587257385253906,61.587257385253906,-1
2025-12-04,Ganjam,121,3,12,4,0,49,1,0,150.0,66.0,115.0,97.14285714285714,150.0,91.46153846153847,30.671125651301892,0.0,49.216095,71.78390502929688,71.78390502929688,-1
2025-12-06,Ganjam,115,5,12,6,1,49,1,0,66.0,150.0,87.0,94.85714285714286,150.0,91.46153846153847,30.671125651301892,91.46153846153847,51.682583,63.31741714477539,63.31741714477539,-1
2025-12-08,Ganjam,144,0,12,8,0,50,0,0,75.0,66.0,66.0,106.28571428571429,150.0,91.46153846153847,30.671125651301892,0.0,58.971935,85.0280647277832,85.0280647277832,-1
2025-12-11,Ganjam,123,3,12,11,0,50,0,0,75.0,144.0,121.0,99.0,144.0,91.46153846153847,30.671125651301892,0.0,99.762634,23.23736572265625,23.23736572265625,-1
2025-12-12,Ganjam,138,4,12,12,0,50,0,0,123.0,95.0,66.0,109.28571428571429,144.0,91.46153846153847,30.671125651301892,0.0,129.85362,8.146377563476562,8.146377563476562,-1
2025-12-16,Ganjam,122,1,12,16,0,51,0,0,49.0,29.0,95.0,90.57142857142857,138.0,91.46153846153847,30.671125651301892,0.0,117.52333,4.4766693115234375,4.4766693115234375,-1
2025-12-23,Ganjam,138,1,12,23,0,52,0,1,96.0,96.0,49.0,91.14285714285714,138.0,91.46153846153847,30.671125651301892,0.0,100.23412,37.76587677001953,37.76587677001953,-1
2025-12-26,Ganjam,105,4,12,26,0,52,0,1,57.0,138.0,54.0,87.71428571428571,138.0,91.46153846153847,30.671125651301892,0.0,102.083206,2.9167938232421875,2.9167938232421875,-1
2025-12-27,Ganjam,153,5,12,27,1,52,0,1,105.0,36.0,96.0,95.85714285714286,153.0,91.46153846153847,30.671125651301892,91.46153846153847,120.02765,32.97235107421875,32.97235107421875,-1
2025-12-04,Gulbarga,76,3,12,4,0,49,1,0,54.0,23.0,28.0,44.142857142857146,76.0,34.73626373626374,12.651600834005304,0.0,30.95479,45.045209884643555,45.045209884643555,-1
2025-09-01,Guntur,119,0,9,1,0,36,1,0,6.0,14.0,95.8,42.833333333333336,119.0,95.8,38.786815044246616,0.0,53.877666,65.12233352661133,65.12233352661133,-1
2025-09-02,Guntur,132,1,9,2,0,36,1,0,119.0,13.0,95.8,55.57142857142857,132.0,95.8,38.786815044246616,0.0,64.2789,67.72109985351562,67.72109985351562,-1
2025-09-03,Guntur,121,2,9,3,0,36,1,0,132.0,6.0,97.0,59.0,132.0,95.8,38.786815044246616,0.0,64.51202,56.48798370361328,56.48798370361328,-1
2025-09-04,Guntur,73,3,9,4,0,36,1,0,121.0,119.0,8.0,68.28571428571429,132.0,95.8,38.786815044246616,0.0,31.886318,41.11368179321289,41.11368179321289,-1
2025-09-05,Guntur,118,4,9,5,0,36,1,0,73.0,132.0,14.0,83.14285714285714,132.0,95.8,38.786815044246616,0.0,38.73731,79.26269149780273,79.26269149780273,-1
2025-09-06,Guntur,146,5,9,6,1,36,1,0,118.0,121.0,13.0,102.14285714285714,146.0,95.8,38.786815044246616,95.8,39.98683,106.01316833496094,106.01316833496094,-1
2025-09-09,Guntur,102,1,9,9,0,37,0,0,46.0,146.0,132.0,93.85714285714286,146.0,95.8,38.786815044246616,0.0,92.69915,9.300849914550781,9.300849914550781,-1
2025-09-11,Guntur,110,3,9,11,0,37,0,0,56.0,46.0,73.0,89.85714285714286,146.0,95.8,38.786815044246616,0.0,83.37316,26.62683868408203,26.62683868408203,-1
